,Read Discrete Inputs,Write Multiple Coils,Read Input Registers,Read Holding Registers,Write Multiple Registers
0,,0.00057,0.000439,0.000384,0.000492
1,0.000825,0.000677,0.0006059999999999,0.0006339999999999,0.0007949999999999
2,0.099508,0.000314,0.000199,0.0002459999999999,0.0002479999999999
3,0.0006789999999999,0.0004539999999999,0.0004939999999999,0.000434,0.000404
4,0.099547,9.200000000000874e-05,5.199999999999649e-05,6.70000000000115e-05,6.70000000000115e-05
5,0.0005229999999999,0.000309,0.0005789999999999,0.0006189999999999,0.000339
6,0.09942,0.00067,0.0004709999999999,0.000466,0.0003529999999999
7,0.0008859999999999,0.0005769999999999,0.0005629999999999,0.0005539999999999,0.000535
8,0.099887,0.0004639999999999,0.0003199999999999,0.0003219999999999,0.000307
9,0.000643,0.000628,0.000549,0.000481,0.0004799999999999
10,0.099893,0.000592,0.0004729999999999,0.000518,0.0003509999999999
11,0.0007289999999999,0.000676,0.000618,0.0006239999999999,0.000437
12,0.099827,0.0002849999999999,0.0001809999999999,0.000229,0.000229
13,0.000686,0.0005199999999999,0.0005479999999999,0.0008479999999999,0.000549
14,0.0999409999999999,0.000179,0.00014,0.0001579999999999,0.0001579999999999
15,0.000603,0.00039,0.0003469999999999,0.0003459999999999,0.0003549999999999
16,0.099516,0.000737,0.0004259999999999,0.000647,0.0006519999999999
17,0.0006539999999999,0.0004089999999999,0.0147979999999999,0.0005589999999999,0.000411
18,0.0996009999999999,0.0005159999999999,0.00035,0.0004589999999999,0.0003379999999999
19,0.000697,0.0005049999999999,0.0004009999999999,0.000371,0.000337
20,0.1001079999999999,0.0006569999999999,0.0004539999999999,0.0005809999999999,0.0003760000000001
21,0.001252,0.0005620000000001,0.0005159999999999,0.000421,0.0004409999999999
22,0.0996649999999998,0.0006239999999999,0.000477,0.0003889999999999,0.0003439999999998
23,0.000739,0.0003790000000001,0.0003579999999998,0.0003220000000001,0.0002919999999999
24,0.100179,0.0006299999999999,0.0004729999999999,0.000558,0.000353
25,0.0009810000000001,0.000617,0.000537,0.0003829999999998,0.0003680000000001
26,0.1000259999999999,0.000672,0.0004739999999998,0.000485,0.0003809999999999
27,0.0006619999999999,0.000563,0.000372,0.0003819999999998,0.000337
28,0.099685,0.000645,0.0003929999999998,0.0004079999999999,0.000364
29,0.000596,0.0003820000000001,0.000331,0.0003249999999999,0.000337
30,0.1001529999999999,0.0002740000000001,0.000226,0.0002309999999998,0.0002299999999999
31,0.0005239999999999,0.000345,0.0003319999999999,0.0003250000000001,0.0003249999999999
32,0.1001879999999999,0.0002980000000001,0.0001819999999999,0.000231,0.0002329999999999
33,0.000693,0.0004489999999999,0.000739,0.0004189999999999,0.0005680000000001
34,0.1002629999999999,0.0004319999999999,0.000472,0.0003620000000001,0.00038
35,0.0166109999999999,0.000704,0.0006439999999998,0.0005409999999999,0.0005819999999998
36,0.100332,0.00065,0.0004129999999999,0.0006099999999999,0.000399
37,0.00069,0.0003849999999998,0.0003809999999999,0.0005669999999999,0.0003280000000001
38,0.0994730000000001,0.000588,0.000347,0.0004660000000002,0.0003379999999997
39,0.0007369999999999,0.0011129999999996,0.0009169999999998,0.0007429999999999,0.0008950000000003
40,0.0999099999999999,0.0003789999999996,0.0002619999999997,0.0023490000000001,0.0003410000000001
41,0.00069,0.0007290000000002,0.0004490000000001,0.0007319999999997,0.0006289999999999
42,0.0994899999999998,0.0003549999999998,0.000251,0.0003030000000001,0.0002339999999998
43,0.0032050000000003,0.0005799999999998,0.000556,0.0006460000000001,0.0005350000000001
44,0.1003919999999998,0.0004749999999997,0.0003139999999999,0.0005190000000001,0.0003509999999997
45,0.000709,0.0005580000000002,0.0006099999999999,0.0007039999999998,0.0009730000000001
46,0.0997289999999999,0.0003830000000002,0.000499,0.0006509999999999,0.000566
47,0.003813,0.0322379999999999,0.0022899999999999,0.0007369999999999,0.0006569999999999
48,0.1002670000000001,0.0004120000000003,0.0004329999999996,0.0003990000000002,0.0003379999999997
49,0.0006019999999997,0.0004189999999999,0.000347,0.000337,0.0003220000000001
50,0.1002899999999997,0.0005049999999999,0.0004760000000003,0.0005680000000003,0.000404
51,0.0005390000000002,0.0003569999999997,0.0003719999999995,0.0003349999999997,0.0002849999999998
52,0.1001150000000001,0.0002279999999998,0.0003160000000002,0.0004029999999999,0.0004360000000001
53,0.0011109999999998,0.026005,0.0007350000000001,0.0007189999999996,0.0006759999999998
54,0.1003470000000001,0.0004959999999996,0.0003320000000002,0.0003819999999996,0.00034
55,0.0006240000000001,0.0004970000000001,0.0005299999999999,0.0005300000000003,0.0004549999999996
56,0.0998780000000003,0.0006439999999998,0.0004759999999999,0.000455,0.00041
57,0.0006119999999998,0.000426,0.0004500000000002,0.0004859999999999,0.0003759999999997
58,0.099647,0.0006399999999997,0.0004699999999999,0.0004650000000001,0.0003510000000002
59,0.0007320000000001,0.0005760000000001,0.0005639999999997,0.0007239999999999,0.0005989999999997
60,0.099892,0.0004820000000003,0.0003540000000001,0.0005339999999995,0.0004900000000001
61,0.0006629999999998,0.0006079999999997,0.0004870000000001,0.000515,0.0005000000000001
62,0.1004459999999998,0.0006560000000002,0.0004620000000001,0.0006539999999999,0.000569
63,0.0006059999999998,0.0003869999999999,0.014196,0.0005979999999996,0.0004760000000003
64,0.1004129999999996,0.0006129999999999,0.000248,0.0002719999999998,0.0002740000000001
65,0.0009240000000003,0.0006119999999998,0.000588,0.0005000000000001,0.0018769999999999
66,0.1000179999999999,0.000331,0.000537,0.0003589999999999,0.0002309999999998
67,0.0005459999999999,0.004261,0.0016799999999999,0.0007030000000001,0.0008349999999999
68,0.0995500000000002,0.0003249999999996,0.0002370000000002,0.0002499999999998,0.000245
69,0.0010799999999999,0.0010449999999999,0.0007239999999999,0.001824,0.000515
70,0.0997639999999999,0.0006689999999998,0.0003259999999998,0.0003440000000001,0.0003389999999998
